id,age,job,marital,education,credit_default,housing,loan
4519,36,technician,divorced,university.degree,,True,False
4520,43,services,married,high.school,False,False,False
4521,55,technician,married,basic.9y,,True,True
4522,35,admin.,married,university.degree,False,False,False
4523,27,blue-collar,married,basic.6y,,,
4524,51,entrepreneur,married,basic.4y,False,False,False
4525,34,housemaid,married,high.school,False,False,False
4526,28,technician,married,professional.course,False,True,False
4527,50,blue-collar,married,basic.6y,,False,False
4528,26,blue-collar,married,basic.4y,False,True,True
4529,50,admin.,married,basic.9y,,True,True
4530,52,blue-collar,married,basic.4y,,False,False
4531,52,blue-collar,married,basic.9y,False,True,True
4532,45,admin.,married,high.school,False,False,False
4533,37,blue-collar,married,unknown,False,False,False
4534,43,technician,married,basic.9y,,True,False
4535,46,admin.,married,high.school,False,True,False
4536,45,unemployed,married,university.degree,False,False,False
4537,31,technician,married,professional.course,False,True,False
4538,39,blue-collar,married,professional.course,,False,False
4539,55,admin.,divorced,university.degree,False,False,False
4540,55,admin.,married,high.school,False,False,False
4541,27,technician,single,university.degree,False,True,False
4542,38,self-employed,single,university.degree,False,,
4543,24,student,married,university.degree,False,False,False
4544,36,services,married,high.school,False,False,False
4545,44,admin.,married,basic.4y,,True,True
4546,33,blue-collar,single,basic.9y,False,False,False
4547,30,technician,married,university.degree,False,False,False
4548,28,self-employed,single,basic.9y,False,False,False
4549,60,admin.,married,university.degree,,False,False
4550,38,technician,single,university.degree,False,True,False
4551,42,admin.,married,basic.9y,False,True,True
4552,35,blue-collar,married,high.school,False,True,True
4553,53,retired,married,high.school,,False,False
4554,24,admin.,single,high.school,False,False,False
4555,35,admin.,divorced,university.degree,False,False,False
4556,25,admin.,single,high.school,False,False,False
4557,59,entrepreneur,married,university.degree,,True,True
4558,48,blue-collar,married,basic.4y,,False,False
4559,56,admin.,married,basic.9y,False,False,False
4560,43,technician,married,unknown,False,True,False
4561,32,entrepreneur,married,basic.6y,False,False,False
4562,27,blue-collar,married,basic.9y,False,True,True
4563,34,management,single,basic.9y,False,False,False
4564,31,blue-collar,divorced,professional.course,False,True,False
4565,37,unemployed,married,high.school,False,False,False
4566,29,services,married,high.school,False,False,False
4567,35,technician,married,university.degree,False,True,False
4568,57,technician,divorced,unknown,False,False,False
4569,43,services,married,professional.course,False,True,False
4570,49,admin.,single,high.school,False,False,False
4571,50,technician,married,basic.6y,False,True,False
4572,33,technician,married,university.degree,,True,False
4573,34,blue-collar,married,basic.9y,False,True,False
4574,24,services,single,high.school,False,False,False
4575,43,blue-collar,married,basic.4y,,True,False
4576,44,admin.,married,university.degree,False,False,False
4577,37,technician,married,professional.course,False,True,False
4578,39,blue-collar,married,basic.9y,False,True,False
4579,33,admin.,single,professional.course,False,False,False
4580,46,blue-collar,married,basic.4y,,True,False
4581,39,blue-collar,married,basic.9y,False,True,False
4582,28,admin.,single,university.degree,False,True,False
4583,25,technician,single,professional.course,False,True,True
4584,39,services,married,high.school,False,False,False
4585,31,blue-collar,married,basic.9y,False,False,False
4586,32,admin.,single,high.school,False,False,False
4587,32,services,married,high.school,,False,True
4588,41,admin.,married,unknown,,False,False
4589,22,blue-collar,married,basic.4y,False,,
4590,39,housemaid,married,basic.9y,False,False,False
4591,29,admin.,single,high.school,False,False,False
4592,50,technician,married,professional.course,,True,False
4593,46,housemaid,married,basic.9y,False,False,False
4594,39,housemaid,married,basic.4y,False,True,False
4595,55,services,divorced,basic.4y,,True,False
4596,43,admin.,married,university.degree,False,False,False
4597,42,services,married,high.school,,True,False
4598,41,blue-collar,married,basic.6y,,True,False
4599,31,technician,single,university.degree,False,False,False
4600,56,blue-collar,married,basic.4y,,True,False
4601,40,blue-collar,married,basic.4y,,True,False
4602,46,management,married,basic.9y,False,True,False
4603,56,admin.,divorced,high.school,False,True,False
4604,42,blue-collar,divorced,basic.4y,False,False,False
4605,41,admin.,single,high.school,False,True,False
4606,41,technician,divorced,basic.4y,False,True,False
4607,53,admin.,married,university.degree,False,False,True
4608,33,housemaid,married,basic.4y,False,,
4609,25,services,single,high.school,False,False,False
4610,42,admin.,married,high.school,False,False,False
4611,34,services,married,high.school,,True,True
4612,41,technician,divorced,basic.4y,False,True,False
4613,38,admin.,married,high.school,False,False,False
4614,31,technician,single,high.school,False,False,True
4615,46,services,married,professional.course,False,True,False
4616,58,retired,married,university.degree,False,False,False
4617,39,services,married,high.school,False,False,True
4618,54,blue-collar,married,basic.9y,,True,False
4619,31,admin.,divorced,university.degree,False,True,False
4620,40,services,single,high.school,False,True,True
4621,56,retired,divorced,basic.4y,False,False,False
4622,41,admin.,married,university.degree,False,False,False
4623,33,admin.,divorced,high.school,False,False,False
4624,55,technician,married,high.school,False,True,False
4625,33,admin.,divorced,high.school,False,False,False
4626,48,admin.,divorced,high.school,False,False,False
4627,28,blue-collar,married,basic.6y,,True,False
4628,39,unemployed,married,university.degree,False,False,False
4629,42,admin.,single,basic.9y,,False,True
4630,60,housemaid,married,high.school,,True,False
4631,35,technician,married,basic.9y,False,False,False
4632,45,admin.,married,university.degree,False,True,True
4633,36,blue-collar,married,basic.6y,False,True,False
4634,33,unemployed,married,basic.9y,False,True,False
4635,54,management,divorced,basic.6y,,True,False
4636,49,housemaid,married,basic.4y,,False,True
4637,46,housemaid,married,basic.4y,False,False,False
4638,32,management,single,university.degree,False,False,False
4639,42,blue-collar,divorced,basic.4y,False,False,False
4640,37,blue-collar,married,basic.6y,False,False,False
4641,35,technician,married,university.degree,False,False,False
4642,47,blue-collar,married,basic.6y,False,False,False
4643,33,technician,married,professional.course,False,True,False
4644,38,blue-collar,married,basic.9y,False,True,True
4645,39,housemaid,married,university.degree,False,False,False
4646,55,admin.,married,high.school,False,True,False
4647,35,services,married,high.school,False,True,False
4648,55,admin.,married,high.school,False,True,False
4649,33,blue-collar,married,basic.6y,,False,False
4650,32,blue-collar,married,basic.9y,,True,False
4651,32,blue-collar,married,basic.9y,False,True,False
4652,32,blue-collar,divorced,basic.9y,False,False,False
4653,42,admin.,single,university.degree,False,True,True
4654,38,blue-collar,married,high.school,,True,False
4655,56,self-employed,married,basic.4y,False,False,False
4656,55,admin.,married,high.school,False,True,True
4657,33,technician,married,professional.course,False,True,True
4658,45,admin.,single,high.school,,True,True
4659,58,management,married,university.degree,,False,False
4660,46,self-employed,married,university.degree,False,True,True
4661,33,management,married,university.degree,False,True,False
4662,50,self-employed,married,basic.4y,,False,True
4663,56,blue-collar,married,basic.4y,,False,False
4664,33,blue-collar,married,basic.4y,,True,True
4665,26,admin.,married,university.degree,False,True,True
4666,49,housemaid,single,high.school,,True,False
4667,36,services,married,high.school,False,True,True
4668,52,self-employed,single,university.degree,,False,False
4669,49,blue-collar,married,basic.9y,,False,True
4670,49,blue-collar,married,basic.4y,,False,False
4671,28,admin.,single,high.school,False,False,False
4672,36,services,married,high.school,False,False,False
4673,45,admin.,single,professional.course,False,True,False
4674,41,technician,married,university.degree,False,False,False
4675,49,admin.,married,high.school,,False,False
4676,31,services,married,professional.course,False,False,False
4677,32,technician,married,professional.course,False,False,False
4678,59,retired,married,professional.course,,False,False
4679,25,services,divorced,high.school,False,True,True
4680,22,services,single,basic.4y,False,False,False
4681,43,blue-collar,married,basic.9y,False,False,False
4682,35,blue-collar,married,basic.9y,False,True,False
4683,60,entrepreneur,married,basic.4y,False,True,False
4684,40,admin.,married,university.degree,False,False,False
4685,37,unemployed,married,professional.course,False,True,False
4686,37,technician,married,university.degree,False,True,True
4687,36,technician,single,university.degree,False,False,False
4688,35,blue-collar,married,basic.9y,False,True,False
4689,43,entrepreneur,married,basic.9y,False,True,False
4690,39,housemaid,married,basic.9y,False,True,False
4691,56,blue-collar,married,unknown,,True,False
4692,37,services,single,high.school,False,False,False
4693,38,blue-collar,married,professional.course,False,False,False
4694,37,technician,single,university.degree,False,False,False
4695,54,blue-collar,married,basic.9y,,False,False
4696,53,retired,married,high.school,,False,False
4697,38,services,married,basic.9y,False,False,False
4698,47,technician,single,professional.course,,False,False
4699,33,management,married,high.school,,False,False
4700,39,blue-collar,married,basic.4y,,True,False
4701,36,technician,single,professional.course,,False,False
4702,35,blue-collar,married,basic.9y,False,False,False
4703,40,admin.,married,university.degree,,True,True
4704,55,admin.,single,university.degree,,True,True
4705,37,blue-collar,married,basic.4y,False,True,False
4706,53,blue-collar,married,basic.9y,,False,False
4707,36,admin.,married,high.school,False,,
4708,32,blue-collar,married,basic.9y,False,False,False
4709,42,admin.,married,high.school,False,True,False
4710,52,management,married,university.degree,False,True,False
4711,33,services,married,high.school,False,False,True
4712,51,admin.,married,professional.course,,False,False
4713,32,management,single,university.degree,False,True,False
4714,33,technician,divorced,professional.course,False,True,False
4715,34,services,married,high.school,False,False,False
4716,34,services,married,high.school,False,False,False
4717,55,admin.,divorced,university.degree,False,True,False
4718,33,management,married,high.school,,True,False
4719,34,blue-collar,married,basic.9y,False,True,True
4720,52,services,married,university.degree,False,True,False
4721,55,technician,married,basic.9y,,True,False
4722,45,blue-collar,married,basic.4y,,True,False
4723,34,blue-collar,married,basic.9y,,True,True
4724,53,self-employed,married,university.degree,False,True,False
4725,43,admin.,married,university.degree,False,False,False
4726,33,management,married,basic.9y,False,True,False
4727,39,blue-collar,married,basic.9y,False,False,False
4728,29,blue-collar,married,basic.9y,,True,False
4729,35,self-employed,married,basic.9y,False,True,False
4730,45,blue-collar,married,basic.4y,False,True,False
4731,35,blue-collar,married,basic.9y,False,True,False
4732,37,technician,single,university.degree,False,False,False
4733,38,blue-collar,married,basic.6y,,False,False
4734,35,retired,married,professional.course,False,False,False
4735,36,technician,married,university.degree,False,False,False
4736,30,blue-collar,married,basic.4y,False,False,False
4737,53,entrepreneur,single,basic.9y,False,False,False
4738,30,admin.,single,university.degree,False,False,False
4739,41,blue-collar,married,basic.4y,,False,False
4740,40,blue-collar,married,basic.9y,,False,False
4741,36,technician,married,university.degree,False,False,False
4742,36,management,married,high.school,False,False,False
4743,44,services,divorced,high.school,,False,False
4744,56,retired,married,high.school,,False,False
4745,38,management,married,university.degree,False,True,False
4746,35,blue-collar,married,professional.course,False,True,True
4747,35,management,married,university.degree,False,False,True
4748,28,management,married,high.school,,True,False
4749,43,housemaid,married,basic.4y,,False,True
4750,30,entrepreneur,married,professional.course,False,False,False
4751,36,student,single,university.degree,,True,False
4752,40,blue-collar,married,basic.9y,False,True,True
4753,35,technician,single,university.degree,False,True,False
4754,27,admin.,single,basic.9y,False,True,True
4755,42,technician,divorced,basic.9y,False,False,False
4756,49,blue-collar,married,basic.6y,False,True,False
4757,38,technician,married,professional.course,False,True,True
4758,31,admin.,married,high.school,False,True,False
4759,57,retired,married,basic.4y,False,False,False
4760,29,blue-collar,single,basic.6y,False,False,False
4761,36,management,married,university.degree,False,True,False
4762,55,retired,divorced,high.school,,True,False
4763,30,services,single,high.school,False,True,False
4764,32,blue-collar,married,basic.9y,,False,False
4765,49,blue-collar,married,basic.4y,,True,False
4766,48,admin.,married,university.degree,False,True,False
4767,30,blue-collar,single,basic.4y,False,False,False
4768,53,retired,divorced,high.school,False,True,False
4769,40,housemaid,single,university.degree,False,False,True
4770,31,blue-collar,married,basic.6y,False,False,True
4771,60,technician,divorced,professional.course,,True,False
4772,45,blue-collar,married,basic.9y,False,False,False
4773,56,management,married,university.degree,False,True,False
4774,31,blue-collar,married,basic.4y,False,False,False
4775,56,management,married,university.degree,False,True,True
4776,60,entrepreneur,married,basic.4y,False,False,True
4777,34,blue-collar,married,basic.9y,False,False,False
4778,56,management,married,university.degree,False,False,True
4779,33,blue-collar,married,basic.6y,,False,False
4780,29,admin.,single,high.school,False,False,False
4781,49,blue-collar,married,basic.4y,,True,False
4782,53,admin.,married,basic.9y,False,False,False
4783,49,entrepreneur,married,high.school,,False,False
4784,43,blue-collar,single,professional.course,False,False,False
4785,38,blue-collar,single,basic.4y,False,False,False
4786,48,blue-collar,married,basic.4y,False,True,False
4787,43,admin.,married,high.school,False,False,False
4788,30,blue-collar,married,basic.9y,False,False,False
4789,31,technician,married,professional.course,False,False,False
4790,37,services,married,high.school,,False,False
4791,42,blue-collar,married,basic.4y,,True,False
4792,59,retired,married,high.school,,False,False
4793,42,admin.,single,unknown,,True,True
4794,36,admin.,single,professional.course,False,True,True
4795,41,blue-collar,divorced,basic.6y,False,True,True
4796,44,services,married,high.school,False,False,False
4797,40,admin.,married,university.degree,False,True,True
4798,39,services,married,high.school,False,False,False
4799,40,admin.,divorced,professional.course,False,False,False
4800,33,blue-collar,married,professional.course,False,True,False
4801,57,services,divorced,high.school,False,True,True
4802,31,admin.,married,high.school,False,True,True
4803,57,housemaid,married,basic.4y,False,False,True
4804,48,blue-collar,married,basic.4y,False,True,False
4805,52,technician,married,high.school,,False,False
4806,37,blue-collar,single,unknown,,False,False
4807,42,technician,married,university.degree,,False,False
4808,33,admin.,single,high.school,False,False,False
4809,36,services,single,high.school,,False,False
4810,57,management,married,basic.9y,,True,False
4811,51,blue-collar,married,basic.9y,False,True,True
4812,43,admin.,married,high.school,False,True,False
4813,55,admin.,single,university.degree,False,True,False
4814,41,blue-collar,married,basic.9y,,True,True
4815,27,admin.,single,high.school,,True,False
4816,37,management,married,university.degree,,False,False
4817,37,blue-collar,married,basic.4y,False,False,False
4818,40,admin.,single,high.school,False,True,False
4819,28,unknown,single,basic.9y,,True,False
4820,31,management,married,basic.9y,False,False,True
4821,32,services,married,high.school,False,True,True
4822,32,services,married,high.school,False,True,True
4823,35,housemaid,married,high.school,False,False,False
4824,36,technician,divorced,professional.course,False,True,False
4825,31,admin.,married,high.school,False,False,False
4826,38,blue-collar,married,basic.9y,,True,False
4827,46,blue-collar,divorced,basic.9y,False,False,False
4828,39,self-employed,married,university.degree,False,False,False
4829,58,management,single,professional.course,False,False,False
4830,44,technician,divorced,professional.course,False,False,False
4831,33,admin.,married,university.degree,False,True,False
4832,24,services,single,high.school,False,False,False
4833,33,technician,married,professional.course,False,True,False
4834,44,admin.,married,high.school,False,False,False
4835,30,housemaid,married,high.school,False,True,False
4836,36,unemployed,single,basic.4y,,True,False
4837,24,services,single,high.school,False,,
4838,32,technician,married,professional.course,False,True,False
4839,33,admin.,married,high.school,False,False,False
4840,58,management,married,basic.9y,False,True,False
4841,42,blue-collar,divorced,basic.9y,False,True,False
4842,40,blue-collar,married,basic.9y,,False,False
4843,29,blue-collar,married,basic.9y,False,True,False
4844,52,retired,divorced,basic.4y,False,True,True
4845,36,technician,married,university.degree,False,True,False
4846,29,blue-collar,married,basic.9y,False,False,False
4847,46,entrepreneur,married,professional.course,False,True,False
4848,58,blue-collar,married,high.school,False,True,False
4849,45,blue-collar,married,basic.9y,,False,False
4850,53,unknown,married,high.school,,True,False
4851,57,technician,married,high.school,False,False,False
4852,46,housemaid,married,basic.4y,False,False,False
4853,40,technician,married,professional.course,,False,False
4854,37,admin.,divorced,high.school,,True,True
4855,31,technician,married,professional.course,False,,
4856,29,blue-collar,married,high.school,False,True,True
4857,33,admin.,married,university.degree,False,True,False
4858,35,technician,married,professional.course,False,False,False
4859,47,admin.,married,university.degree,False,True,False
4860,26,blue-collar,single,basic.4y,False,True,True
4861,34,blue-collar,married,professional.course,False,True,False
4862,38,admin.,married,university.degree,False,False,False
4863,46,admin.,divorced,university.degree,False,True,False
4864,26,blue-collar,single,basic.4y,False,True,True
4865,30,blue-collar,married,high.school,False,True,False
4866,35,blue-collar,married,basic.9y,,False,False
4867,40,services,divorced,high.school,False,False,False
4868,30,blue-collar,married,basic.9y,False,False,False
4869,30,technician,married,professional.course,False,True,False
4870,35,technician,married,university.degree,,False,False
4871,36,blue-collar,married,basic.9y,,True,False
4872,27,blue-collar,single,high.school,False,False,False
4873,32,technician,single,university.degree,,False,False
4874,26,services,divorced,basic.6y,False,True,False
4875,43,admin.,married,high.school,False,,
4876,30,management,married,university.degree,False,,
4877,33,technician,single,university.degree,False,False,False
4878,50,unemployed,married,high.school,False,False,True
4879,38,technician,married,professional.course,False,False,False
4880,36,unknown,single,basic.6y,,True,False
4881,25,blue-collar,single,basic.4y,False,True,False
4882,35,technician,married,high.school,False,False,False
4883,42,self-employed,married,university.degree,False,False,False
4884,55,retired,married,basic.4y,,True,False
4885,29,technician,single,university.degree,False,False,False
4886,29,admin.,single,basic.9y,,False,False
4887,38,blue-collar,married,professional.course,False,True,False
4888,45,blue-collar,divorced,basic.9y,False,True,False
4889,30,admin.,married,university.degree,False,False,False
4890,58,admin.,divorced,university.degree,False,True,False
4891,51,entrepreneur,married,basic.4y,,True,False
4892,39,technician,divorced,professional.course,False,False,False
4893,44,unemployed,divorced,high.school,,True,False
4894,25,blue-collar,married,basic.9y,,True,False
4895,30,management,single,university.degree,False,True,False
4896,46,admin.,married,high.school,False,True,False
4897,34,blue-collar,married,basic.6y,,True,False
4898,57,management,married,basic.9y,False,False,False
4899,47,blue-collar,divorced,basic.9y,,False,False
4900,45,admin.,divorced,university.degree,False,False,False
4901,36,technician,married,basic.9y,False,False,False
4902,45,blue-collar,divorced,basic.9y,False,False,False
4903,56,entrepreneur,married,university.degree,False,False,True
4904,28,blue-collar,single,basic.6y,False,False,False
4905,30,admin.,single,high.school,False,False,False
4906,49,housemaid,divorced,basic.6y,False,True,False
4907,44,technician,married,high.school,,True,False
4908,60,retired,married,professional.course,,False,False
4909,26,admin.,married,basic.9y,False,True,False
4910,38,technician,married,professional.course,False,False,False
4911,58,technician,married,professional.course,,False,False
4912,29,admin.,single,basic.9y,,True,False
4913,49,technician,divorced,university.degree,,True,True
4914,48,management,married,university.degree,False,,
4915,37,self-employed,married,high.school,False,False,True
4916,30,technician,married,university.degree,,True,False
4917,27,blue-collar,married,basic.9y,,False,False
4918,57,services,divorced,high.school,False,True,False
4919,38,technician,single,professional.course,,False,False
4920,42,blue-collar,divorced,basic.9y,False,False,False
4921,52,services,married,high.school,False,False,False
4922,55,admin.,married,university.degree,,True,True
4923,41,technician,married,professional.course,False,True,False
4924,38,admin.,married,high.school,False,False,False
4925,45,services,divorced,high.school,False,False,False
4926,57,services,divorced,high.school,False,True,False
4927,53,blue-collar,married,basic.4y,,False,False
4928,32,blue-collar,divorced,basic.9y,False,False,False
4929,34,services,married,high.school,,True,False
4930,43,management,married,university.degree,False,False,False
4931,31,admin.,married,high.school,False,False,False
4932,24,unemployed,single,university.degree,False,False,False
4933,53,self-employed,married,university.degree,False,True,False
4934,32,services,married,high.school,,True,False
4935,40,blue-collar,married,basic.9y,,True,False
4936,53,admin.,single,university.degree,,True,False
4937,31,technician,married,high.school,False,True,False
4938,36,services,single,basic.6y,,True,True
4939,56,admin.,married,university.degree,,False,False
4940,42,blue-collar,divorced,basic.4y,False,True,False
4941,49,blue-collar,married,basic.9y,False,True,False
4942,32,admin.,single,university.degree,False,True,False
4943,47,admin.,married,high.school,False,False,False
4944,34,blue-collar,married,basic.6y,,True,False
4945,56,technician,married,high.school,False,True,False
4946,28,admin.,single,high.school,False,True,False
4947,34,admin.,single,high.school,False,True,False
4948,30,blue-collar,single,high.school,,True,False
4949,38,admin.,married,high.school,False,,
4950,39,technician,married,professional.course,False,,
4951,31,blue-collar,married,basic.6y,,,
4952,29,admin.,single,university.degree,False,True,False
4953,31,self-employed,married,university.degree,False,False,False
4954,25,self-employed,single,university.degree,False,True,False
4955,40,services,single,university.degree,False,False,False
4956,35,blue-collar,single,basic.9y,,False,False
4957,36,services,married,high.school,False,True,False
4958,43,services,married,high.school,,,
4959,49,management,married,university.degree,False,True,False
4960,29,blue-collar,married,high.school,False,False,False
4961,38,unemployed,divorced,university.degree,False,True,False
4962,32,blue-collar,married,basic.6y,False,False,True
4963,35,self-employed,married,university.degree,False,True,False
4964,39,self-employed,married,basic.4y,,False,False
4965,35,services,single,professional.course,,False,False
4966,54,admin.,married,high.school,False,False,False
4967,35,admin.,married,university.degree,,True,False
4968,32,technician,married,professional.course,False,False,False
4969,55,technician,married,basic.6y,,True,False
4970,30,blue-collar,married,basic.9y,False,False,True
4971,50,blue-collar,divorced,basic.9y,,False,False
4972,25,blue-collar,single,basic.4y,False,False,False
4973,52,management,divorced,university.degree,False,False,False
4974,43,self-employed,married,basic.9y,False,False,False
4975,38,blue-collar,married,basic.9y,False,True,False
4976,45,admin.,married,high.school,False,True,False
4977,33,admin.,single,university.degree,False,True,False
4978,30,blue-collar,married,basic.9y,False,True,False
4979,26,services,divorced,basic.6y,False,False,False
4980,51,services,married,high.school,,False,False
4981,34,services,married,basic.9y,False,True,True
4982,33,services,divorced,high.school,False,True,True
4983,44,blue-collar,divorced,unknown,False,True,True
4984,43,blue-collar,married,high.school,,,
4985,48,services,married,high.school,,True,False
4986,56,services,divorced,high.school,,True,False
4987,37,management,married,university.degree,False,True,False
4988,31,blue-collar,single,basic.9y,,True,False
4989,50,blue-collar,married,basic.4y,,,
4990,38,entrepreneur,married,basic.6y,False,,
4991,32,admin.,single,university.degree,False,False,False
4992,35,admin.,single,high.school,False,True,False
4993,50,blue-collar,married,basic.4y,False,False,False
4994,33,self-employed,divorced,unknown,False,False,False
4995,35,services,married,high.school,False,False,False
4996,36,services,single,high.school,False,False,False
4997,29,housemaid,single,high.school,False,True,False
4998,38,services,single,basic.9y,,True,False
4999,36,services,single,high.school,False,False,False
5000,46,entrepreneur,married,professional.course,False,False,False
5001,44,unknown,married,basic.6y,False,False,False
5002,37,blue-collar,single,high.school,False,True,True
5003,26,admin.,married,university.degree,False,False,False
5004,47,blue-collar,married,basic.6y,,False,False
5005,36,blue-collar,married,high.school,,False,False
5006,28,admin.,single,university.degree,False,False,False
5007,50,admin.,married,high.school,False,False,False
5008,32,blue-collar,married,basic.9y,False,False,False
5009,54,technician,married,professional.course,False,True,False
5010,37,services,married,basic.6y,False,False,False
5011,46,entrepreneur,married,university.degree,,False,False
5012,49,admin.,divorced,high.school,False,True,False
5013,33,services,married,high.school,,False,False
5014,55,technician,married,high.school,False,False,False
5015,40,admin.,single,unknown,,True,False
5016,50,blue-collar,divorced,high.school,False,False,False
5017,36,admin.,married,university.degree,False,True,True
5018,35,admin.,married,high.school,False,False,False
5019,39,self-employed,married,basic.4y,,True,False
5020,44,blue-collar,married,high.school,False,False,False
5021,30,technician,married,professional.course,False,False,False
5022,40,blue-collar,married,basic.6y,False,False,False
5023,29,entrepreneur,married,basic.6y,False,True,False
5024,34,blue-collar,married,basic.6y,False,False,False
5025,47,blue-collar,married,unknown,,True,False
5026,58,admin.,divorced,university.degree,False,True,True
5027,43,blue-collar,single,basic.4y,,False,False
5028,37,services,married,high.school,False,True,True
5029,37,technician,married,professional.course,,False,False
5030,34,admin.,single,university.degree,False,False,True
5031,36,technician,married,professional.course,False,False,False
5032,48,blue-collar,married,basic.9y,,True,False
5033,59,admin.,single,professional.course,False,False,False
5034,32,technician,married,professional.course,False,False,False
5035,28,services,married,high.school,,True,False
5036,53,unemployed,married,basic.4y,,True,False
5037,50,blue-collar,married,basic.4y,False,False,False
5038,42,blue-collar,married,basic.4y,,False,False
5039,45,technician,married,high.school,False,True,False
5040,39,admin.,single,unknown,False,False,True
5041,38,blue-collar,married,basic.4y,,True,False
5042,37,blue-collar,married,basic.4y,,False,False
5043,57,blue-collar,married,basic.4y,,True,False
5044,48,blue-collar,married,basic.9y,False,False,False
5045,27,services,married,high.school,,False,False
5046,38,blue-collar,single,high.school,,True,False
5047,35,blue-collar,married,basic.9y,False,True,False
5048,46,technician,single,university.degree,False,True,False
5049,40,blue-collar,single,unknown,,True,False
5050,38,housemaid,married,basic.6y,,True,False
5051,28,admin.,married,university.degree,False,True,False
5052,56,blue-collar,married,basic.4y,,False,False
5053,34,technician,single,professional.course,False,False,False
5054,39,admin.,married,high.school,False,True,False
5055,37,entrepreneur,married,university.degree,False,False,True
5056,45,blue-collar,married,basic.6y,,True,False
5057,58,admin.,divorced,university.degree,False,True,False
5058,38,blue-collar,married,basic.6y,False,True,False
5059,35,admin.,married,high.school,False,True,False
5060,36,services,married,high.school,False,True,False
5061,39,technician,divorced,professional.course,False,True,False
5062,41,blue-collar,divorced,basic.6y,False,True,False
5063,41,blue-collar,divorced,basic.6y,False,True,False
5064,26,services,single,basic.9y,False,False,True
5065,54,management,married,basic.4y,False,False,False
5066,41,blue-collar,divorced,basic.6y,False,False,False
5067,45,management,married,unknown,,True,True
5068,38,admin.,divorced,high.school,False,False,False
5069,33,services,single,high.school,False,,
5070,26,blue-collar,single,high.school,False,False,False
5071,42,management,married,university.degree,False,False,False
5072,35,admin.,single,university.degree,False,True,True
5073,41,blue-collar,married,basic.6y,,True,False
5074,35,services,married,high.school,False,False,False
5075,53,blue-collar,divorced,basic.4y,,True,False
5076,38,admin.,single,university.degree,,False,False
5077,30,technician,single,professional.course,False,False,False
5078,57,retired,single,high.school,False,True,False
5079,37,blue-collar,single,basic.9y,False,False,False
5080,46,admin.,divorced,high.school,False,False,False
5081,37,admin.,married,high.school,False,False,True
5082,54,blue-collar,single,basic.4y,,True,False
5083,47,blue-collar,married,basic.4y,,False,False
5084,41,management,married,university.degree,False,False,True
5085,49,technician,married,professional.course,False,False,False
5086,51,unemployed,married,basic.9y,,False,False
5087,53,admin.,married,basic.9y,False,False,False
5088,36,blue-collar,single,high.school,False,False,True
5089,55,housemaid,married,basic.4y,False,False,False
5090,47,admin.,married,high.school,False,False,False
5091,25,services,married,high.school,,False,False
5092,27,blue-collar,married,basic.9y,,True,False
5093,47,blue-collar,married,basic.4y,False,True,False
5094,36,technician,married,professional.course,,False,False
5095,50,admin.,divorced,basic.9y,False,False,False
5096,53,blue-collar,married,basic.9y,False,False,True
5097,37,self-employed,married,professional.course,False,False,True
5098,36,services,single,basic.9y,,False,True
5099,53,blue-collar,married,basic.9y,False,True,False
5100,42,blue-collar,married,basic.4y,,True,False
5101,39,blue-collar,married,basic.4y,False,False,True
5102,46,entrepreneur,married,high.school,False,False,True
5103,32,services,married,high.school,,True,False
5104,28,technician,divorced,university.degree,False,False,False
5105,40,blue-collar,married,basic.9y,False,True,False
5106,26,blue-collar,single,basic.9y,,False,True
5107,30,services,single,unknown,False,False,True
5108,38,technician,married,basic.6y,,False,False
5109,37,technician,single,basic.9y,False,False,True
5110,39,self-employed,married,university.degree,False,False,False
5111,36,blue-collar,divorced,high.school,False,False,True
5112,29,admin.,married,high.school,False,False,False
5113,22,blue-collar,single,basic.6y,,False,True
5114,49,blue-collar,married,basic.4y,,True,False
5115,31,admin.,single,university.degree,False,False,False
5116,49,blue-collar,married,basic.4y,,True,False
5117,41,blue-collar,married,basic.4y,,False,False
5118,47,management,married,basic.4y,,False,False
5119,47,admin.,single,university.degree,False,True,True
5120,38,admin.,married,university.degree,False,False,False
5121,43,admin.,divorced,high.school,False,True,False
5122,46,services,married,high.school,False,True,False
5123,33,blue-collar,married,basic.6y,False,False,False
5124,27,blue-collar,single,basic.9y,False,True,False
5125,53,technician,married,professional.course,,True,False
5126,30,management,divorced,university.degree,False,False,True
5127,47,blue-collar,divorced,basic.9y,False,False,True
5128,55,blue-collar,married,professional.course,,True,False
5129,60,retired,divorced,basic.4y,,False,True
5130,48,technician,married,high.school,False,True,False
5131,42,blue-collar,divorced,basic.4y,False,False,True
5132,48,technician,married,high.school,False,False,False
5133,48,technician,married,high.school,False,False,False
5134,42,blue-collar,divorced,basic.4y,False,False,False
5135,46,admin.,single,university.degree,False,True,False
5136,36,services,single,basic.9y,False,False,False
5137,29,technician,single,university.degree,False,True,False
5138,50,blue-collar,married,high.school,,True,False
5139,33,admin.,married,unknown,False,True,False
5140,37,management,single,university.degree,False,True,False
5141,42,technician,married,university.degree,False,True,False
5142,24,services,single,basic.9y,False,True,True
5143,55,technician,married,university.degree,False,False,False
5144,38,blue-collar,married,basic.9y,False,True,False
5145,36,blue-collar,married,university.degree,,True,True
5146,45,unemployed,married,university.degree,False,False,False
5147,38,blue-collar,married,basic.9y,False,False,False
