campaign_id,client_id,number_contracts,duration,pdays,previous_campaign_contracts,previous_outcome,campaign_outcome,last_contact_date
10822,10822,4,126,999,0,,False,2024-06-01
10823,10823,1,120,999,0,,False,2024-06-07
10824,10824,1,48,999,0,,False,2024-06-15
10825,10825,9,262,999,0,,False,2024-06-07
10826,10826,4,1062,999,0,,False,2024-06-04
10827,10827,3,283,999,0,,False,2024-06-14
10828,10828,1,295,999,0,,False,2024-06-20
10829,10829,1,203,999,0,,False,2024-06-04
10830,10830,1,37,999,0,,False,2024-06-14
10831,10831,1,18,999,0,,False,2024-06-29
10832,10832,1,18,999,0,,False,2024-06-04
10833,10833,7,350,999,0,,False,2024-06-21
10834,10834,1,190,999,0,,False,2024-06-21
10835,10835,1,54,999,0,,False,2024-06-03
10836,10836,1,835,999,0,,True,2024-06-02
10837,10837,2,421,999,0,,False,2024-06-08
10838,10838,1,104,999,0,,False,2024-06-25
10839,10839,3,164,999,0,,False,2024-06-26
10840,10840,5,89,999,0,,False,2024-06-24
10841,10841,3,112,999,0,,False,2024-06-29
10842,10842,3,744,999,0,,False,2024-06-16
10843,10843,11,503,999,0,,False,2024-06-29
10844,10844,2,321,999,0,,False,2024-06-21
10845,10845,10,24,999,0,,False,2024-06-13
10846,10846,4,102,999,0,,False,2024-06-05
10847,10847,3,261,999,0,,False,2024-06-14
10848,10848,5,213,999,0,,False,2024-06-21
10849,10849,2,371,999,0,,True,2024-06-22
10850,10850,2,190,999,0,,False,2024-06-18
10851,10851,4,114,999,0,,False,2024-06-12
10852,10852,5,221,999,0,,False,2024-06-13
10853,10853,5,247,999,0,,False,2024-06-17
10854,10854,2,680,999,0,,False,2024-06-20
10855,10855,4,185,999,0,,False,2024-06-20
10856,10856,2,110,999,0,,False,2024-06-07
10857,10857,2,172,999,0,,False,2024-06-03
10858,10858,3,156,999,0,,False,2024-06-16
10859,10859,4,347,999,0,,False,2024-06-10
10860,10860,3,394,999,0,,False,2024-06-05
10861,10861,2,573,999,0,,False,2024-06-05
10862,10862,2,262,999,0,,False,2024-06-17
10863,10863,3,37,999,0,,False,2024-06-30
10864,10864,3,72,999,0,,False,2024-06-12
10865,10865,3,417,999,0,,False,2024-06-25
10866,10866,2,1528,999,0,,True,2024-06-24
10867,10867,4,154,999,0,,False,2024-06-01
10868,10868,3,533,999,0,,False,2024-06-04
10869,10869,1,122,999,0,,False,2024-06-12
10870,10870,3,23,999,0,,False,2024-06-01
10871,10871,1,82,999,0,,False,2024-06-21
10872,10872,1,55,999,0,,False,2024-06-01
10873,10873,1,67,999,0,,False,2024-06-07
10874,10874,1,83,999,0,,False,2024-06-13
10875,10875,1,311,999,0,,False,2024-06-05
10876,10876,1,113,999,0,,False,2024-06-27
10877,10877,1,59,999,0,,False,2024-06-12
10878,10878,1,551,999,0,,False,2024-06-04
10879,10879,1,367,999,0,,False,2024-06-22
10880,10880,1,220,999,0,,False,2024-06-12
10881,10881,1,15,999,0,,False,2024-06-11
10882,10882,1,56,999,0,,False,2024-06-15
10883,10883,1,173,999,0,,False,2024-06-25
10884,10884,8,97,999,0,,False,2024-06-18
10885,10885,1,199,999,0,,False,2024-06-25
10886,10886,1,94,999,0,,False,2024-06-22
10887,10887,1,15,999,0,,False,2024-06-22
10888,10888,1,142,999,0,,False,2024-06-30
10889,10889,1,220,999,0,,False,2024-06-07
10890,10890,1,417,999,0,,False,2024-06-11
10891,10891,1,192,999,0,,False,2024-06-07
10892,10892,1,443,999,0,,False,2024-06-29
10893,10893,1,115,999,0,,False,2024-06-06
10894,10894,1,1487,999,0,,False,2024-06-21
10895,10895,1,68,999,0,,False,2024-06-18
10896,10896,3,54,999,0,,False,2024-06-26
10897,10897,1,159,999,0,,False,2024-06-28
10898,10898,1,335,999,0,,False,2024-06-20
10899,10899,1,104,999,0,,False,2024-06-25
10900,10900,1,236,999,0,,False,2024-06-28
10901,10901,1,300,999,0,,False,2024-06-27
10902,10902,1,163,999,0,,False,2024-06-12
10903,10903,1,156,999,0,,False,2024-06-26
10904,10904,1,103,999,0,,False,2024-06-24
10905,10905,1,269,999,0,,False,2024-06-29
10906,10906,1,187,999,0,,False,2024-06-16
10907,10907,1,41,999,0,,False,2024-06-02
10908,10908,1,1540,999,0,,True,2024-06-15
10909,10909,1,310,999,0,,False,2024-06-16
10910,10910,1,147,999,0,,False,2024-06-04
10911,10911,1,129,999,0,,False,2024-06-12
10912,10912,1,208,999,0,,False,2024-06-05
10913,10913,1,124,999,0,,False,2024-06-08
10914,10914,1,67,999,0,,False,2024-06-16
10915,10915,1,1218,999,0,,False,2024-06-15
10916,10916,1,362,999,0,,False,2024-06-04
10917,10917,1,973,999,0,,True,2024-06-28
10918,10918,4,36,999,0,,False,2024-06-06
10919,10919,1,138,999,0,,False,2024-06-26
10920,10920,6,132,999,0,,False,2024-06-09
10921,10921,1,1009,999,0,,False,2024-06-19
10922,10922,10,55,999,0,,False,2024-06-09
10923,10923,1,105,999,0,,False,2024-06-16
10924,10924,2,339,999,0,,False,2024-06-29
10925,10925,1,355,999,0,,False,2024-06-06
10926,10926,2,466,999,0,,False,2024-06-20
10927,10927,1,94,999,0,,False,2024-06-12
10928,10928,1,227,999,0,,False,2024-06-29
10929,10929,1,65,999,0,,False,2024-06-07
10930,10930,1,387,999,0,,False,2024-06-20
10931,10931,5,379,999,0,,False,2024-06-08
10932,10932,1,401,999,0,,False,2024-06-25
10933,10933,4,205,999,0,,False,2024-06-30
10934,10934,2,332,999,0,,False,2024-06-22
10935,10935,1,567,999,0,,False,2024-06-16
10936,10936,1,200,999,0,,False,2024-06-17
10937,10937,1,537,999,0,,True,2024-06-20
10938,10938,1,476,999,0,,False,2024-06-21
10939,10939,2,29,999,0,,False,2024-06-06
10940,10940,2,290,999,0,,False,2024-06-13
10941,10941,1,74,999,0,,False,2024-06-26
10942,10942,1,76,999,0,,False,2024-06-15
10943,10943,1,26,999,0,,False,2024-06-14
10944,10944,1,27,999,0,,False,2024-06-30
10945,10945,1,632,999,0,,False,2024-06-16
10946,10946,1,316,999,0,,False,2024-06-02
10947,10947,1,440,999,0,,False,2024-06-07
10948,10948,6,52,999,0,,False,2024-06-07
10949,10949,2,59,999,0,,False,2024-06-07
10950,10950,1,243,999,0,,False,2024-06-05
10951,10951,3,190,999,0,,False,2024-06-26
10952,10952,2,81,999,0,,False,2024-06-18
10953,10953,3,58,999,0,,False,2024-06-19
10954,10954,2,356,999,0,,False,2024-06-08
10955,10955,3,320,999,0,,False,2024-06-06
10956,10956,1,221,999,0,,False,2024-06-07
10957,10957,1,453,999,0,,False,2024-06-08
10958,10958,1,345,999,0,,False,2024-06-13
10959,10959,3,146,999,0,,False,2024-06-05
10960,10960,29,248,999,0,,False,2024-06-16
10961,10961,2,324,999,0,,False,2024-06-17
10962,10962,1,609,999,0,,False,2024-06-03
10963,10963,9,16,999,0,,False,2024-06-03
10964,10964,1,392,999,0,,False,2024-06-08
10965,10965,1,422,999,0,,False,2024-06-17
10966,10966,1,101,999,0,,False,2024-06-04
10967,10967,4,577,999,0,,False,2024-06-25
10968,10968,2,319,999,0,,False,2024-06-11
10969,10969,3,112,999,0,,False,2024-06-24
10970,10970,1,308,999,0,,False,2024-06-11
10971,10971,1,43,999,0,,False,2024-06-06
10972,10972,2,149,999,0,,False,2024-06-30
10973,10973,1,36,999,0,,False,2024-06-18
10974,10974,1,324,999,0,,False,2024-06-27
10975,10975,4,100,999,0,,False,2024-06-21
10976,10976,12,209,999,0,,False,2024-06-18
10977,10977,1,105,999,0,,False,2024-06-24
10978,10978,1,707,999,0,,True,2024-06-15
10979,10979,3,119,999,0,,False,2024-06-15
10980,10980,1,695,999,0,,True,2024-06-01
10981,10981,11,13,999,0,,False,2024-06-01
10982,10982,1,1255,999,0,,True,2024-06-01
10983,10983,19,11,999,0,,False,2024-06-20
10984,10984,2,255,999,0,,False,2024-06-27
10985,10985,2,50,999,0,,False,2024-06-28
10986,10986,2,373,999,0,,False,2024-06-21
10987,10987,6,18,999,0,,False,2024-06-09
10988,10988,2,108,999,0,,False,2024-06-01
10989,10989,14,307,999,0,,False,2024-06-13
10990,10990,17,142,999,0,,False,2024-06-19
10991,10991,3,78,999,0,,False,2024-06-05
10992,10992,7,376,999,0,,False,2024-06-08
10993,10993,2,155,999,0,,False,2024-06-03
10994,10994,1,188,999,0,,False,2024-06-12
10995,10995,1,326,999,0,,False,2024-06-07
10996,10996,7,443,999,0,,False,2024-06-19
10997,10997,3,802,999,0,,False,2024-06-26
10998,10998,2,64,999,0,,False,2024-06-12
10999,10999,16,36,999,0,,False,2024-06-30
11000,11000,5,18,999,0,,False,2024-06-05
11001,11001,4,89,999,0,,False,2024-06-25
11002,11002,2,359,999,0,,False,2024-06-06
11003,11003,2,257,999,0,,False,2024-06-24
11004,11004,30,19,999,0,,False,2024-06-27
11005,11005,2,404,999,0,,False,2024-06-20
11006,11006,2,146,999,0,,False,2024-06-16
11007,11007,2,234,999,0,,False,2024-06-20
11008,11008,14,13,999,0,,False,2024-06-26
11009,11009,3,297,999,0,,False,2024-06-06
11010,11010,9,156,999,0,,False,2024-06-09
11011,11011,12,636,999,0,,False,2024-06-17
11012,11012,3,300,999,0,,False,2024-06-16
11013,11013,1,2093,999,0,,True,2024-06-07
11014,11014,2,37,999,0,,False,2024-06-13
11015,11015,3,61,999,0,,False,2024-06-26
11016,11016,3,793,999,0,,False,2024-06-27
11017,11017,4,704,999,0,,True,2024-06-01
11018,11018,2,1195,999,0,,False,2024-06-12
11019,11019,23,61,999,0,,False,2024-06-25
11020,11020,3,96,999,0,,False,2024-06-26
11021,11021,9,1066,999,0,,True,2024-06-04
11022,11022,2,399,999,0,,False,2024-06-01
11023,11023,3,140,999,0,,False,2024-06-27
11024,11024,2,121,999,0,,False,2024-06-22
11025,11025,5,84,999,0,,False,2024-06-09
11026,11026,4,87,999,0,,False,2024-06-08
11027,11027,2,108,999,0,,False,2024-06-19
11028,11028,10,48,999,0,,False,2024-06-14
11029,11029,10,129,999,0,,False,2024-06-19
11030,11030,2,242,999,0,,False,2024-06-02
11031,11031,3,230,999,0,,False,2024-06-14
11032,11032,3,37,999,0,,False,2024-06-17
11033,11033,6,130,999,0,,False,2024-06-01
11034,11034,41,25,999,0,,False,2024-06-25
11035,11035,2,57,999,0,,False,2024-06-17
11036,11036,2,154,999,0,,False,2024-06-10
11037,11037,2,77,999,0,,False,2024-06-08
11038,11038,1,127,999,0,,False,2024-06-20
11039,11039,2,313,999,0,,False,2024-06-25
11040,11040,1,114,999,0,,False,2024-06-29
11041,11041,2,119,999,0,,False,2024-06-18
11042,11042,6,305,999,0,,False,2024-06-03
11043,11043,2,49,999,0,,False,2024-06-02
11044,11044,13,429,999,0,,False,2024-06-11
11045,11045,4,51,999,0,,False,2024-06-21
11046,11046,3,99,999,0,,False,2024-06-27
11047,11047,2,771,999,0,,True,2024-06-19
11048,11048,8,41,999,0,,False,2024-06-09
11049,11049,2,378,999,0,,False,2024-06-25
11050,11050,9,152,999,0,,False,2024-06-10
11051,11051,3,491,999,0,,False,2024-06-13
11052,11052,1,203,999,0,,False,2024-06-24
11053,11053,3,90,999,0,,False,2024-06-15
11054,11054,3,135,999,0,,False,2024-06-30
11055,11055,5,626,999,0,,False,2024-06-22
11056,11056,17,16,999,0,,False,2024-06-20
11057,11057,8,125,999,0,,False,2024-06-04
11058,11058,8,120,999,0,,False,2024-06-08
11059,11059,14,16,999,0,,False,2024-06-27
11060,11060,21,354,999,0,,False,2024-06-08
11061,11061,2,507,999,0,,False,2024-06-04
11062,11062,20,18,999,0,,False,2024-06-28
11063,11063,4,90,999,0,,False,2024-06-07
11064,11064,2,140,999,0,,False,2024-06-29
11065,11065,8,15,999,0,,False,2024-06-23
11066,11066,7,23,999,0,,False,2024-06-28
11067,11067,2,113,999,0,,False,2024-06-08
11068,11068,5,249,999,0,,False,2024-06-09
11069,11069,3,445,999,0,,False,2024-06-18
11070,11070,3,82,999,0,,False,2024-06-20
11071,11071,5,1060,999,0,,True,2024-06-05
11072,11072,3,255,999,0,,False,2024-06-02
11073,11073,2,55,999,0,,False,2024-06-06
11074,11074,11,521,999,0,,False,2024-06-09
11075,11075,2,161,999,0,,False,2024-06-26
11076,11076,3,340,999,0,,False,2024-06-23
11077,11077,3,40,999,0,,False,2024-06-25
11078,11078,3,156,999,0,,False,2024-06-26
11079,11079,2,375,999,0,,False,2024-06-29
11080,11080,4,43,999,0,,False,2024-06-21
11081,11081,6,604,999,0,,False,2024-06-06
11082,11082,3,1574,999,0,,True,2024-06-11
11083,11083,11,29,999,0,,False,2024-06-09
11084,11084,13,102,999,0,,False,2024-06-11
11085,11085,6,160,999,0,,False,2024-06-16
11086,11086,2,136,999,0,,False,2024-06-06
11087,11087,1,82,999,0,,False,2024-06-04
11088,11088,1,122,999,0,,False,2024-06-29
11089,11089,1,185,999,0,,False,2024-06-30
11090,11090,1,147,999,0,,False,2024-06-22
11091,11091,1,575,999,0,,False,2024-06-02
11092,11092,2,39,999,0,,False,2024-06-20
11093,11093,5,675,999,0,,False,2024-06-01
11094,11094,3,172,999,0,,False,2024-06-18
11095,11095,1,97,999,0,,False,2024-06-29
11096,11096,1,394,999,0,,False,2024-06-25
11097,11097,1,127,999,0,,False,2024-06-20
11098,11098,1,176,999,0,,False,2024-06-03
11099,11099,1,37,999,0,,False,2024-06-04
11100,11100,4,266,999,0,,False,2024-06-22
11101,11101,1,618,999,0,,True,2024-06-22
11102,11102,1,297,999,0,,False,2024-06-19
11103,11103,1,593,999,0,,False,2024-06-22
11104,11104,1,446,999,0,,False,2024-06-16
11105,11105,1,340,999,0,,False,2024-06-20
11106,11106,4,108,999,0,,False,2024-06-06
11107,11107,1,638,999,0,,False,2024-06-10
11108,11108,9,45,999,0,,False,2024-06-22
11109,11109,6,240,999,0,,False,2024-06-01
11110,11110,1,70,999,0,,False,2024-06-15
11111,11111,1,64,999,0,,False,2024-06-19
11112,11112,1,139,999,0,,False,2024-06-15
11113,11113,1,820,999,0,,False,2024-06-05
11114,11114,1,149,999,0,,False,2024-06-09
11115,11115,3,348,999,0,,False,2024-06-14
11116,11116,1,71,999,0,,False,2024-06-23
11117,11117,1,168,999,0,,False,2024-06-06
11118,11118,1,573,999,0,,False,2024-06-26
11119,11119,1,209,999,0,,False,2024-06-15
11120,11120,1,446,999,0,,False,2024-06-01
11121,11121,1,111,999,0,,False,2024-06-21
11122,11122,31,34,999,0,,False,2024-06-04
11123,11123,1,197,999,0,,False,2024-06-23
11124,11124,1,1224,999,0,,True,2024-06-01
11125,11125,10,144,999,0,,False,2024-06-08
11126,11126,1,75,999,0,,False,2024-06-09
11127,11127,1,430,999,0,,False,2024-06-28
11128,11128,1,32,999,0,,False,2024-06-08
11129,11129,1,268,999,0,,False,2024-06-19
11130,11130,2,73,999,0,,False,2024-06-06
11131,11131,2,203,999,0,,False,2024-06-26
11132,11132,1,252,999,0,,False,2024-06-12
11133,11133,5,188,999,0,,False,2024-06-23
11134,11134,1,395,999,0,,False,2024-06-09
11135,11135,1,170,999,0,,False,2024-06-18
11136,11136,1,147,999,0,,False,2024-06-01
11137,11137,1,127,999,0,,False,2024-06-19
11138,11138,1,22,999,0,,False,2024-06-23
11139,11139,1,109,999,0,,False,2024-06-11
11140,11140,1,677,999,0,,False,2024-06-23
11141,11141,1,167,999,0,,False,2024-06-28
11142,11142,1,105,999,0,,False,2024-06-04
11143,11143,1,57,999,0,,False,2024-06-07
11144,11144,1,220,999,0,,False,2024-06-17
11145,11145,1,140,999,0,,False,2024-06-13
11146,11146,1,1082,999,0,,False,2024-06-01
11147,11147,1,248,999,0,,False,2024-06-24
11148,11148,1,11,999,0,,False,2024-06-20
11149,11149,1,93,999,0,,False,2024-06-11
11150,11150,1,161,999,0,,False,2024-06-06
11151,11151,2,653,999,0,,False,2024-06-04
11152,11152,1,193,999,0,,False,2024-06-15
11153,11153,1,216,999,0,,False,2024-06-06
11154,11154,1,291,999,0,,False,2024-06-29
11155,11155,1,223,999,0,,False,2024-06-17
11156,11156,1,96,999,0,,False,2024-06-17
11157,11157,7,477,999,0,,False,2024-06-27
11158,11158,1,327,999,0,,False,2024-06-30
11159,11159,1,446,999,0,,False,2024-06-01
11160,11160,1,159,999,0,,False,2024-06-17
11161,11161,1,178,999,0,,False,2024-06-01
11162,11162,2,152,999,0,,False,2024-06-17
11163,11163,2,169,999,0,,False,2024-06-24
11164,11164,3,635,999,0,,False,2024-06-29
11165,11165,1,122,999,0,,False,2024-06-18
11166,11166,1,136,999,0,,False,2024-06-05
11167,11167,1,69,999,0,,False,2024-06-29
11168,11168,1,521,999,0,,False,2024-06-24
11169,11169,1,201,999,0,,False,2024-06-20
11170,11170,4,142,999,0,,False,2024-06-01
11171,11171,3,59,999,0,,False,2024-06-18
11172,11172,1,66,999,0,,False,2024-06-17
11173,11173,1,512,999,0,,True,2024-06-01
11174,11174,2,810,999,0,,False,2024-06-14
11175,11175,1,138,999,0,,False,2024-06-07
11176,11176,4,574,999,0,,False,2024-06-14
11177,11177,6,44,999,0,,False,2024-06-15
11178,11178,2,145,999,0,,False,2024-06-03
11179,11179,2,196,999,0,,False,2024-06-13
11180,11180,2,270,999,0,,False,2024-06-10
11181,11181,2,252,999,0,,False,2024-06-06
11182,11182,1,26,999,0,,False,2024-06-22
11183,11183,2,335,999,0,,False,2024-06-07
11184,11184,1,89,999,0,,False,2024-06-20
11185,11185,1,330,999,0,,False,2024-06-21
11186,11186,1,91,999,0,,False,2024-06-18
11187,11187,1,361,999,0,,False,2024-06-07
11188,11188,1,64,999,0,,False,2024-06-01
11189,11189,12,221,999,0,,False,2024-06-16
11190,11190,3,84,999,0,,False,2024-06-14
11191,11191,1,53,999,0,,False,2024-06-15
11192,11192,1,90,999,0,,False,2024-06-21
11193,11193,1,141,999,0,,False,2024-06-09
11194,11194,1,254,999,0,,False,2024-06-25
11195,11195,1,263,999,0,,False,2024-06-19
11196,11196,1,212,999,0,,False,2024-06-24
11197,11197,1,149,999,0,,False,2024-06-24
11198,11198,1,77,999,0,,False,2024-06-21
11199,11199,3,374,999,0,,False,2024-06-17
11200,11200,1,207,999,0,,False,2024-06-05
11201,11201,1,83,999,0,,False,2024-06-18
11202,11202,1,289,999,0,,False,2024-06-14
11203,11203,1,143,999,0,,False,2024-06-02
11204,11204,1,188,999,0,,False,2024-06-07
11205,11205,1,106,999,0,,False,2024-06-28
11206,11206,3,191,999,0,,False,2024-06-23
11207,11207,1,370,999,0,,False,2024-06-10
11208,11208,1,487,999,0,,False,2024-06-17
11209,11209,1,84,999,0,,False,2024-06-28
11210,11210,4,118,999,0,,False,2024-06-08
11211,11211,2,56,999,0,,False,2024-06-11
11212,11212,1,253,999,0,,False,2024-06-25
11213,11213,1,786,999,0,,False,2024-06-07
11214,11214,1,239,999,0,,False,2024-06-13
11215,11215,1,136,999,0,,False,2024-06-18
11216,11216,3,162,999,0,,False,2024-06-02
11217,11217,2,219,999,0,,False,2024-06-21
11218,11218,1,135,999,0,,False,2024-06-06
11219,11219,1,177,999,0,,False,2024-06-07
11220,11220,2,252,999,0,,False,2024-06-16
11221,11221,3,416,999,0,,False,2024-06-05
11222,11222,1,52,999,0,,False,2024-06-04
11223,11223,1,32,999,0,,False,2024-06-17
11224,11224,2,217,999,0,,False,2024-06-21
11225,11225,4,145,999,0,,False,2024-06-11
11226,11226,2,93,999,0,,False,2024-06-20
11227,11227,1,61,999,0,,False,2024-06-13
11228,11228,5,262,999,0,,False,2024-06-04
11229,11229,3,246,999,0,,False,2024-06-28
11230,11230,3,92,999,0,,False,2024-06-09
11231,11231,3,1318,999,0,,True,2024-06-05
11232,11232,10,197,999,0,,False,2024-06-01
11233,11233,4,282,999,0,,False,2024-06-09
11234,11234,2,922,999,0,,True,2024-06-11
11235,11235,3,163,999,0,,False,2024-06-01
11236,11236,2,26,999,0,,False,2024-06-09
11237,11237,2,63,999,0,,False,2024-06-07
11238,11238,2,176,999,0,,False,2024-06-14
11239,11239,2,67,999,0,,False,2024-06-03
11240,11240,1,605,999,0,,False,2024-06-22
11241,11241,2,75,999,0,,False,2024-06-06
11242,11242,1,1411,999,0,,False,2024-06-21
11243,11243,1,83,999,0,,False,2024-06-12
11244,11244,1,297,999,0,,False,2024-06-17
11245,11245,1,2028,999,0,,True,2024-06-07
11246,11246,2,211,999,0,,False,2024-06-10
11247,11247,1,453,999,0,,False,2024-06-22
11248,11248,4,419,999,0,,False,2024-06-08
11249,11249,7,498,999,0,,False,2024-06-27
11250,11250,2,202,999,0,,False,2024-06-23
11251,11251,1,21,999,0,,False,2024-06-16
11252,11252,1,40,999,0,,False,2024-06-14
11253,11253,1,148,999,0,,False,2024-06-15
11254,11254,1,184,999,0,,False,2024-06-12
11255,11255,1,55,999,0,,False,2024-06-21
11256,11256,4,952,999,0,,True,2024-06-15
11257,11257,1,207,999,0,,False,2024-06-14
11258,11258,1,238,999,0,,False,2024-06-04
11259,11259,1,318,999,0,,False,2024-06-01
11260,11260,1,232,999,0,,False,2024-06-26
11261,11261,2,76,999,0,,False,2024-06-22
11262,11262,14,153,999,0,,False,2024-06-09
11263,11263,1,525,999,0,,False,2024-06-12
11264,11264,1,97,999,0,,False,2024-06-21
11265,11265,2,216,999,0,,False,2024-06-16
11266,11266,1,142,999,0,,False,2024-06-01
11267,11267,1,290,999,0,,False,2024-06-10
11268,11268,3,280,999,0,,False,2024-06-19
11269,11269,1,559,999,0,,False,2024-06-29
11270,11270,1,67,999,0,,False,2024-06-08
11271,11271,1,235,999,0,,False,2024-06-30
11272,11272,1,107,999,0,,False,2024-06-30
11273,11273,2,368,999,0,,False,2024-06-09
11274,11274,1,74,999,0,,False,2024-06-23
11275,11275,1,1136,999,0,,True,2024-06-03
11276,11276,1,359,999,0,,False,2024-06-14
11277,11277,2,64,999,0,,False,2024-06-09
11278,11278,1,73,999,0,,False,2024-06-28
11279,11279,9,16,999,0,,False,2024-06-24
11280,11280,1,409,999,0,,False,2024-06-13
11281,11281,1,65,999,0,,False,2024-06-09
11282,11282,2,69,999,0,,False,2024-06-12
11283,11283,1,722,999,0,,False,2024-06-27
11284,11284,1,133,999,0,,False,2024-06-03
11285,11285,1,288,999,0,,False,2024-06-05
11286,11286,1,120,999,0,,False,2024-06-07
11287,11287,3,43,999,0,,False,2024-06-22
11288,11288,1,78,999,0,,False,2024-06-13
11289,11289,1,166,999,0,,False,2024-06-02
11290,11290,2,30,999,0,,False,2024-06-11
11291,11291,16,10,999,0,,False,2024-06-23
11292,11292,1,219,999,0,,False,2024-06-15
11293,11293,2,164,999,0,,False,2024-06-27
11294,11294,1,148,999,0,,False,2024-06-02
11295,11295,7,11,999,0,,False,2024-06-01
11296,11296,1,130,999,0,,False,2024-06-04
11297,11297,2,208,999,0,,False,2024-06-04
11298,11298,1,140,999,0,,False,2024-06-02
11299,11299,1,559,999,0,,False,2024-06-15
11300,11300,1,224,999,0,,False,2024-06-12
11301,11301,4,93,999,0,,False,2024-06-15
11302,11302,2,177,999,0,,False,2024-06-23
11303,11303,2,405,999,0,,False,2024-06-17
11304,11304,1,69,999,0,,False,2024-06-27
11305,11305,1,1017,999,0,,False,2024-06-08
11306,11306,1,385,999,0,,False,2024-06-18
11307,11307,5,237,999,0,,False,2024-06-06
11308,11308,2,237,999,0,,False,2024-06-14
11309,11309,1,202,999,0,,False,2024-06-14
11310,11310,1,153,999,0,,False,2024-06-15
11311,11311,2,163,999,0,,False,2024-06-11
11312,11312,2,97,999,0,,False,2024-06-29
11313,11313,4,216,999,0,,False,2024-06-09
11314,11314,1,399,999,0,,False,2024-06-20
11315,11315,1,234,999,0,,False,2024-06-15
11316,11316,3,184,999,0,,False,2024-06-05
11317,11317,1,155,999,0,,False,2024-06-18
11318,11318,2,500,999,0,,True,2024-06-20
11319,11319,2,167,999,0,,False,2024-06-06
11320,11320,2,89,999,0,,False,2024-06-13
11321,11321,2,92,999,0,,False,2024-06-01
11322,11322,1,296,999,0,,False,2024-06-14
11323,11323,2,563,999,0,,False,2024-06-28
11324,11324,2,146,999,0,,False,2024-06-18
11325,11325,2,92,999,0,,False,2024-06-12
11326,11326,3,149,999,0,,False,2024-06-29
11327,11327,3,80,999,0,,False,2024-06-21
11328,11328,7,354,999,0,,False,2024-06-10
11329,11329,2,106,999,0,,False,2024-06-28
11330,11330,2,111,999,0,,False,2024-06-26
11331,11331,2,136,999,0,,False,2024-06-05
11332,11332,1,549,999,0,,False,2024-06-20
11333,11333,2,267,999,0,,False,2024-06-07
11334,11334,2,461,999,0,,False,2024-06-14
11335,11335,4,60,999,0,,False,2024-06-29
11336,11336,2,117,999,0,,False,2024-06-11
11337,11337,8,21,999,0,,False,2024-06-04
11338,11338,1,104,999,0,,False,2024-06-01
11339,11339,10,15,999,0,,False,2024-06-12
11340,11340,2,216,999,0,,False,2024-06-14
11341,11341,1,211,999,0,,False,2024-06-20
11342,11342,2,71,999,0,,False,2024-06-29
11343,11343,18,18,999,0,,False,2024-06-18
11344,11344,1,225,999,0,,False,2024-06-06
11345,11345,8,59,999,0,,False,2024-06-19
11346,11346,3,835,999,0,,True,2024-06-08
11347,11347,2,683,999,0,,True,2024-06-07
11348,11348,2,258,999,0,,False,2024-06-15
11349,11349,1,1012,999,0,,True,2024-06-15
11350,11350,2,233,999,0,,False,2024-06-17
11351,11351,2,129,999,0,,False,2024-06-14
11352,11352,2,91,999,0,,False,2024-06-29
11353,11353,2,339,999,0,,False,2024-06-11
11354,11354,5,90,999,0,,False,2024-06-27
11355,11355,4,112,999,0,,False,2024-06-07
11356,11356,7,36,999,0,,False,2024-06-26
11357,11357,4,112,999,0,,False,2024-06-07
11358,11358,28,9,999,0,,False,2024-06-19
11359,11359,5,26,999,0,,False,2024-06-17
11360,11360,2,55,999,0,,False,2024-06-16
11361,11361,3,2635,999,0,,False,2024-06-24
11362,11362,9,138,999,0,,False,2024-06-19
11363,11363,2,49,999,0,,False,2024-06-29
11364,11364,2,318,999,0,,False,2024-06-01
11365,11365,5,326,999,0,,False,2024-06-09
11366,11366,2,53,999,0,,False,2024-06-27
11367,11367,2,179,999,0,,False,2024-06-24
11368,11368,2,262,999,0,,False,2024-06-30
11369,11369,2,168,999,0,,False,2024-06-30
11370,11370,11,193,999,0,,False,2024-06-25
11371,11371,15,333,999,0,,False,2024-06-17
11372,11372,2,241,999,0,,False,2024-06-29
11373,11373,12,76,999,0,,False,2024-06-16
11374,11374,2,37,999,0,,False,2024-06-20
11375,11375,2,189,999,0,,False,2024-06-09
11376,11376,3,89,999,0,,False,2024-06-05
11377,11377,3,112,999,0,,False,2024-06-05
11378,11378,2,489,999,0,,False,2024-06-21
11379,11379,4,141,999,0,,False,2024-06-07
11380,11380,2,241,999,0,,False,2024-06-25
11381,11381,6,60,999,0,,False,2024-06-02
11382,11382,2,61,999,0,,False,2024-06-11
11383,11383,11,24,999,0,,False,2024-06-07
11384,11384,4,62,999,0,,False,2024-06-16
11385,11385,8,43,999,0,,False,2024-06-17
11386,11386,2,75,999,0,,False,2024-06-02
11387,11387,3,177,999,0,,False,2024-06-24
11388,11388,2,170,999,0,,False,2024-06-03
11389,11389,5,42,999,0,,False,2024-06-21
11390,11390,12,22,999,0,,False,2024-06-14
11391,11391,5,99,999,0,,False,2024-06-26
11392,11392,2,139,999,0,,False,2024-06-20
11393,11393,2,394,999,0,,False,2024-06-19
11394,11394,7,42,999,0,,False,2024-06-16
11395,11395,28,41,999,0,,False,2024-06-22
11396,11396,2,98,999,0,,False,2024-06-04
11397,11397,3,114,999,0,,False,2024-06-08
11398,11398,3,191,999,0,,False,2024-06-17
11399,11399,2,167,999,0,,False,2024-06-16
11400,11400,3,238,999,0,,False,2024-06-23
11401,11401,3,73,999,0,,False,2024-06-05
